/home/glebapika/my_python_env/lib/python3.12/site-packages/amuse/support/options.py:11: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  import pkg_resources
======================================================================
ARCHES CLUSTER SIMULATION WITH REALISTIC COLLISION PHYSICS AND GAS FRICTION
======================================================================

======================================================================
ЗАПУСК КАСКАДА ИЗ 19 ЦИКЛОВ
======================================================================

======================================================================
ЗАПУСК МНОГОЦИКЛИЧНОЙ СИМУЛЯЦИИ (19 циклов)
======================================================================

======================================================================
ЦИКЛ СИМУЛЯЦИИ 1/19
======================================================================
Результаты будут сохранены в: simulation_results/run_20251229_225916
Запуск симуляции...

1. BUILDING STAR POPULATION...
   Initial stars: 856
   Total mass: 25983 Msun

2. INITIALIZING CLUSTER STRUCTURE...
   Cluster radius: 0.200 pc

3. SETTING ORBITAL MOTION AROUND GALACTIC CENTER...

4. INITIALIZING PH4 FOR CLUSTER GRAVITY...
   PH4 initialized with 3 workers

5. INITIALIZING STELLAR EVOLUTION...
   Stellar evolution initialized for 856 stars

6. INITIALIZING GALACTIC POTENTIAL...

6b. INITIALIZING GAS DYNAMICAL FRICTION...
   Gas friction enabled: True
   Gas density profile: central_molecular_zone
   Drag coefficient: 1
   Coulomb logarithm: 8.0

7. SETTING UP BRIDGE INTEGRATOR WITH GAS FRICTION...
   Bridge timestep: 0.001000 Myr
   Gas friction integrated: True

8. INITIALIZING REALISTIC COLLISION HANDLER...

9. SETTING UP DIAGNOSTICS SYSTEM...

======================================================================
STARTING MAIN SIMULATION LOOP
======================================================================

Initial setup:
  Number of stars: 856
  Total mass: 25982.9 Msun

Simulation Progress:
Step | Time [Myr] | N_stars | BH | NS | WD | Merged | VMS | R_cluster [pc] | σ_v [km/s] | F_fric [km/s/Myr] | Collisions
----------------------------------------------------------------------------------------------------------------------------------
    10 |  0.0100 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1418 |   7.0 |  1.654e-03 |    0
    20 |  0.0200 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1393 |   7.2 |  1.680e-03 |    0
    30 |  0.0300 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1465 |   7.1 |  1.639e-03 |    0
    40 |  0.0400 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1457 |   6.8 |  1.651e-03 |    0
    50 |  0.0500 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1488 |   6.9 |  1.636e-03 |    0
    60 |  0.0600 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1493 |   7.0 |  1.614e-03 |    0
    70 |  0.0700 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1463 |   6.9 |  1.624e-03 |    0
    80 |  0.0800 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1457 |   6.9 |  1.616e-03 |    0
    90 |  0.0900 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1396 |   7.1 |  1.605e-03 |    0
   100 |  0.1000 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1446 |   6.7 |  1.603e-03 |    0
   110 |  0.1100 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1457 |   6.7 |  1.626e-03 |    0
   120 |  0.1200 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1405 |   7.0 |  1.597e-03 |    0
   130 |  0.1300 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1411 |   7.1 |  1.589e-03 |    0
   140 |  0.1400 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1415 |   7.0 |  1.573e-03 |    0
   150 |  0.1500 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1489 |   6.7 |  1.555e-03 |    0
   160 |  0.1600 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1450 |   7.0 |  1.562e-03 |    0
   170 |  0.1700 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1438 |   6.8 |  1.560e-03 |    0
   180 |  0.1800 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1395 |   7.3 |  1.538e-03 |    0
   190 |  0.1900 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1445 |   7.0 |  1.549e-03 |    0
   200 |  0.2000 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1427 |   7.0 |  1.534e-03 |    0
   210 |  0.2100 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1410 |   7.0 |  1.552e-03 |    0
   220 |  0.2200 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1445 |   6.6 |  1.502e-03 |    0
   230 |  0.2300 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1430 |   7.2 |  1.517e-03 |    0
   240 |  0.2400 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1371 |   7.3 |  1.497e-03 |    0
   250 |  0.2500 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1450 |   7.0 |  1.456e-03 |    0
   260 |  0.2600 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1406 |   7.2 |  1.462e-03 |    0
   270 |  0.2700 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1455 |   7.2 |  1.451e-03 |    0
   280 |  0.2800 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1429 |   7.1 |  1.450e-03 |    0
   290 |  0.2900 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1437 |   7.0 |  1.451e-03 |    0
   300 |  0.3000 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1454 |   7.0 |  1.448e-03 |    0
   310 |  0.3100 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1434 |   7.1 |  1.412e-03 |    0
   320 |  0.3200 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1465 |   7.2 |  1.387e-03 |    0
   330 |  0.3300 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1437 |   7.2 |  1.402e-03 |    0
   340 |  0.3400 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1498 |   7.0 |  1.369e-03 |    0
   350 |  0.3500 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1561 |   6.8 |  1.349e-03 |    0
   360 |  0.3600 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1368 |   7.3 |  1.368e-03 |    0
   370 |  0.3700 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1447 |   7.2 |  1.359e-03 |    0
   380 |  0.3800 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1532 |   6.9 |  1.340e-03 |    0
   390 |  0.3900 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1441 |   7.1 |  1.303e-03 |    0
   400 |  0.4000 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1380 |   7.3 |  1.309e-03 |    0
   410 |  0.4100 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1475 |   7.0 |  1.298e-03 |    0
   420 |  0.4200 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1519 |   6.9 |  1.284e-03 |    0
   430 |  0.4300 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1433 |   7.4 |  1.287e-03 |    0
   440 |  0.4400 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1439 |   7.2 |  1.282e-03 |    0
   450 |  0.4500 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1531 |   7.3 |  1.249e-03 |    0
   460 |  0.4600 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1497 |   6.8 |  1.228e-03 |    0
   470 |  0.4700 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1418 |   7.3 |  1.225e-03 |    0
   480 |  0.4800 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1486 |   7.3 |  1.210e-03 |    0
   490 |  0.4900 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1435 |   7.3 |  1.193e-03 |    0
   500 |  0.5000 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1449 |   7.4 |  1.197e-03 |    0
   510 |  0.5100 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1505 |   7.1 |  1.184e-03 |    0
   520 |  0.5200 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1438 |   7.3 |  1.164e-03 |    0
   530 |  0.5300 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1414 |   7.6 |  1.162e-03 |    0
   540 |  0.5400 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1460 |   7.5 |  1.134e-03 |    0
   550 |  0.5500 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1498 |   7.1 |  1.125e-03 |    0
   560 |  0.5600 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1458 |   7.5 |  1.122e-03 |    0
   570 |  0.5700 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1470 |   7.5 |  1.086e-03 |    0
   580 |  0.5800 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1512 |   7.2 |  1.101e-03 |    0
   590 |  0.5900 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1445 |   7.4 |  1.077e-03 |    0
