/home/glebapika/my_python_env/lib/python3.12/site-packages/amuse/support/options.py:11: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  import pkg_resources
======================================================================
ARCHES CLUSTER SIMULATION WITH REALISTIC COLLISION PHYSICS AND GAS FRICTION
======================================================================

======================================================================
ЗАПУСК КАСКАДА ИЗ 19 ЦИКЛОВ
======================================================================

======================================================================
ЗАПУСК МНОГОЦИКЛИЧНОЙ СИМУЛЯЦИИ (19 циклов)
======================================================================

======================================================================
ЦИКЛ СИМУЛЯЦИИ 1/19
======================================================================
Результаты будут сохранены в: simulation_results/run_20251229_225926
Запуск симуляции...

1. BUILDING STAR POPULATION...
   Initial stars: 856
   Total mass: 25983 Msun

2. INITIALIZING CLUSTER STRUCTURE...
   Cluster radius: 0.200 pc

3. SETTING ORBITAL MOTION AROUND GALACTIC CENTER...

4. INITIALIZING PH4 FOR CLUSTER GRAVITY...
   PH4 initialized with 3 workers

5. INITIALIZING STELLAR EVOLUTION...
   Stellar evolution initialized for 856 stars

6. INITIALIZING GALACTIC POTENTIAL...

6b. INITIALIZING GAS DYNAMICAL FRICTION...
   Gas friction enabled: True
   Gas density profile: central_molecular_zone
   Drag coefficient: 1
   Coulomb logarithm: 8.0

7. SETTING UP BRIDGE INTEGRATOR WITH GAS FRICTION...
   Bridge timestep: 0.001000 Myr
   Gas friction integrated: True

8. INITIALIZING REALISTIC COLLISION HANDLER...

9. SETTING UP DIAGNOSTICS SYSTEM...

======================================================================
STARTING MAIN SIMULATION LOOP
======================================================================

Initial setup:
  Number of stars: 856
  Total mass: 25982.9 Msun

Simulation Progress:
Step | Time [Myr] | N_stars | BH | NS | WD | Merged | VMS | R_cluster [pc] | σ_v [km/s] | F_fric [km/s/Myr] | Collisions
----------------------------------------------------------------------------------------------------------------------------------
    10 |  0.0100 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1706 |   6.3 |  1.637e-03 |    0
    20 |  0.0200 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1793 |   5.9 |  1.618e-03 |    0
    30 |  0.0300 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1774 |   6.0 |  1.617e-03 |    0
    40 |  0.0400 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1739 |   6.3 |  1.613e-03 |    0
[COLLISION] Detected 1 collision pairs
[COLLISION #1] Primary: Unclassified(30.4M☉) + Secondary: Unclassified(30.4M☉) | q=1.000 → Merged Star(28.1M☉) | retain=0.463 (H=0.50), bh_prob=0.100
[INFO] Processed 1 collisions. Total stars: 855
    48 |  0.0480 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1686 |   6.2 |  1.605e-03 |    1
    50 |  0.0500 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1699 |   6.4 |  1.610e-03 |    1
    60 |  0.0600 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1665 |   6.5 |  1.621e-03 |    1
    70 |  0.0700 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1705 |   6.2 |  1.619e-03 |    1
    80 |  0.0800 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1692 |   6.3 |  1.601e-03 |    1
    90 |  0.0900 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1733 |   6.3 |  1.614e-03 |    1
   100 |  0.1000 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1728 |   6.0 |  1.583e-03 |    1
   110 |  0.1100 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1741 |   6.2 |  1.584e-03 |    1
   120 |  0.1200 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1727 |   6.1 |  1.588e-03 |    1
   130 |  0.1300 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1692 |   6.3 |  1.575e-03 |    1
   140 |  0.1400 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1616 |   6.5 |  1.549e-03 |    1
   150 |  0.1500 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1688 |   6.4 |  1.566e-03 |    1
   160 |  0.1600 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1708 |   6.3 |  1.545e-03 |    1
   170 |  0.1700 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1684 |   6.4 |  1.531e-03 |    1
   180 |  0.1800 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1714 |   6.4 |  1.542e-03 |    1
   190 |  0.1900 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1781 |   6.3 |  1.537e-03 |    1
   200 |  0.2000 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1819 |   6.1 |  1.513e-03 |    1
   210 |  0.2100 |     855 |  0 |  0 |  0 |      1 |   0 |   0.1682 |   6.2 |  1.496e-03 |    1
