/home/glebapika/my_python_env/lib/python3.12/site-packages/amuse/support/options.py:11: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  import pkg_resources
======================================================================
ARCHES CLUSTER SIMULATION WITH REALISTIC COLLISION PHYSICS AND GAS FRICTION
======================================================================

======================================================================
ЗАПУСК КАСКАДА ИЗ 19 ЦИКЛОВ
======================================================================

======================================================================
ЗАПУСК МНОГОЦИКЛИЧНОЙ СИМУЛЯЦИИ (19 циклов)
======================================================================

======================================================================
ЦИКЛ СИМУЛЯЦИИ 1/19
======================================================================
Результаты будут сохранены в: simulation_results/run_20251229_225921
Запуск симуляции...

1. BUILDING STAR POPULATION...
   Initial stars: 856
   Total mass: 25983 Msun

2. INITIALIZING CLUSTER STRUCTURE...
   Cluster radius: 0.200 pc

3. SETTING ORBITAL MOTION AROUND GALACTIC CENTER...

4. INITIALIZING PH4 FOR CLUSTER GRAVITY...
   PH4 initialized with 3 workers

5. INITIALIZING STELLAR EVOLUTION...
   Stellar evolution initialized for 856 stars

6. INITIALIZING GALACTIC POTENTIAL...

6b. INITIALIZING GAS DYNAMICAL FRICTION...
   Gas friction enabled: True
   Gas density profile: central_molecular_zone
   Drag coefficient: 1
   Coulomb logarithm: 8.0

7. SETTING UP BRIDGE INTEGRATOR WITH GAS FRICTION...
   Bridge timestep: 0.001000 Myr
   Gas friction integrated: True

8. INITIALIZING REALISTIC COLLISION HANDLER...

9. SETTING UP DIAGNOSTICS SYSTEM...

======================================================================
STARTING MAIN SIMULATION LOOP
======================================================================

Initial setup:
  Number of stars: 856
  Total mass: 25982.9 Msun

Simulation Progress:
Step | Time [Myr] | N_stars | BH | NS | WD | Merged | VMS | R_cluster [pc] | σ_v [km/s] | F_fric [km/s/Myr] | Collisions
----------------------------------------------------------------------------------------------------------------------------------
    10 |  0.0100 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1428 |   6.9 |  1.660e-03 |    0
    20 |  0.0200 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1395 |   6.9 |  1.648e-03 |    0
    30 |  0.0300 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1530 |   6.5 |  1.648e-03 |    0
    40 |  0.0400 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1460 |   6.8 |  1.663e-03 |    0
    50 |  0.0500 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1466 |   6.8 |  1.655e-03 |    0
    60 |  0.0600 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1443 |   6.7 |  1.639e-03 |    0
    70 |  0.0700 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1441 |   6.7 |  1.634e-03 |    0
    80 |  0.0800 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1466 |   6.8 |  1.613e-03 |    0
    90 |  0.0900 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1504 |   6.6 |  1.618e-03 |    0
   100 |  0.1000 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1532 |   6.4 |  1.618e-03 |    0
   110 |  0.1100 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1441 |   6.9 |  1.595e-03 |    0
   120 |  0.1200 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1442 |   6.8 |  1.607e-03 |    0
   130 |  0.1300 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1417 |   6.9 |  1.598e-03 |    0
   140 |  0.1400 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1505 |   6.6 |  1.598e-03 |    0
   150 |  0.1500 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1436 |   7.1 |  1.571e-03 |    0
   160 |  0.1600 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1393 |   7.2 |  1.576e-03 |    0
   170 |  0.1700 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1503 |   6.7 |  1.561e-03 |    0
   180 |  0.1800 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1488 |   6.9 |  1.550e-03 |    0
   190 |  0.1900 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1509 |   6.6 |  1.557e-03 |    0
   200 |  0.2000 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1469 |   6.8 |  1.526e-03 |    0
   210 |  0.2100 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1358 |   7.6 |  1.523e-03 |    0
   220 |  0.2200 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1446 |   6.7 |  1.510e-03 |    0
   230 |  0.2300 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1505 |   6.8 |  1.496e-03 |    0
   240 |  0.2400 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1425 |   7.0 |  1.491e-03 |    0
   250 |  0.2500 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1414 |   7.0 |  1.487e-03 |    0
   260 |  0.2600 |     856 |  0 |  0 |  0 |      0 |   0 |   0.1504 |   6.7 |  1.465e-03 |    0
